Part Description,Supplier,Part # OEM,Machine,Location Shelf and Bin,Alternate part Number,Alternate Manufacturer,NOTES,
FIXED BEARING+REC,,W-4.058/AP3.1-LUB,,Shelf A-5 Shelf 1-2,,,
Pillow Block Ball Bearing Unit,,NP-20C,,Shelf A-5 Shelf 1-2,,,2-Bolt Base 1-1/4 in Bore Cast Iron Material Standard Duty Non-Expansion Bearing (Fixed)
Flange-Mount Ball Bearing,,FC-SC-35M,,Shelf A-5 Shelf 1-2,,,Cage Manipulator 35 mm Bore 4-Bolt Piloted Flange Mount Set Screw Locking Cast Iron Housing Material Non-Expansion Bearing (Fixed) Standard Duty Single Lip Contact Seal Seal
Flange-Mount Ball Bearing,,UCFU-1.1/2,,Shelf A-5 Shelf 1-2,POW-BR0050,,1-1/2 in Bore 4-Bolt Flange Mount Set Screw Locking Cast Iron Housing Material Non-Expansion Bearing (Fixed) Intermediate Duty Contact Seal Seal
Automatic Lubricator (Refils),,LAGD-125/EM2,,Shelf A-5 Shelf 1-1,,,
Butterfly Valve Limit Switch,,MIC23,,Shelf A-5 Shelf 1-1,,,
Butterfly Valve Limit Switch Rebuilt Kit,,13009730A,,Shelf A-5 Shelf 1-1,,,
Air Actuator for 4in to 12in Butterfly Valves,,CP101,,Shelf A-5 Shelf 1-1,,,
?,,POW-BR1379,,Shelf A-6 Shelf 1-1,,,
Metric Precision Female Rod End,,806L76,,Shelf A-5 Shelf 1-2,,,
Yoke Roller,,POW-WH0081,,Shelf A-6 Shelf 1-2,,,
Spherical roller bearing,,22218 E/C3,,Shelf A-5 Shelf 1-3,,,
Wire Wheel 10,,09480,,Shelf A-6 Shelf 1-3,,,
Wire Wheel 150MM,,09181,,Shelf A-6 Shelf 1-3,,,
Chain  12BRX10',,POW-RC0206,,Shelf A-6 Shelf 1-3,,,
Wheel?,,POW-WH0219,,Shelf A-6 Shelf 1-6,,,
Pin?,,HCP-100115328,,Shelf A-6 Shelf 1-4,,,
Pillow Block Ball Bearing,,NP-35C,,Shelf A-5 Shelf 1-3,,,
Block,,HSR35C1ZZ(GK),,Shelf A-5 Shelf 1-3,,,
Bushing,,POW-BR0841,,Shelf A-5 Shelf 1-3,,,EPAK Pallet Stacker
Sprocket,,80SK15,,Shelf A-5 Shelf 1-3,,,EPAK Pallet Stacker
Roller Bearing,,POW-BR0134,,Shelf A-5 Shelf 1-3,,,EPAK Shaft
?,,HCP-100212987,,Shelf A-5 Shelf 1-4,,,
?,,HCP-100090060,,Shelf A-5 Shelf 1-4,,,
Wheel?,,POW-WH0229,,Shelf A-5 Shelf 1-4,,,
Shaft,,HMI-100112801,,Shelf A-4 Shelf 1-4,,,
Vibration Damper 45,,CF-I2C,,Shelf A-4 Shelf 1-4,,,
Vibration Damper,,00017523,,Shelf A-4 Shelf 1-4,,,
Sprocket,,POW-SP0470,,Shelf A-6 Shelf 1-4,,,
?,,HMI-100154282,,Shelf A-7 Shelf 1-4,,,
Shaft?,,MAC-MAROXSPGRXST,,Shelf A-7 Shelf 1-4,,,
Motor,,MTRP-1P5-3BD18,,Shelf B-8 Shelf 1-1,,,1.5HP 1800 RPM 208-230/460V 3PH 60Hz
Cross Head Oil Pump W/Float Switch,,na,,Shelf B-8 Shelf 1-2,,,
Hub?,,BSM-CO7-579,,Shelf B-8 Shelf 1-2,,,
Seal?,,BSM-008-719,,Shelf B-8 Shelf 1-2,,,
Seal Kit,,8201612,,Shelf B-8 Shelf 1-2,,,
Gacket?,,BSM-008-709,,Shelf B-8 Shelf 1-2,,,
Gasket,,BSM-011-465,,Shelf B-8 Shelf 1-2,,,
Flange?,,BSM-008-707,,Shelf B-8 Shelf 1-2,,,
Bearing,,AA1212-03B,,Shelf B-8 Shelf 1-3,,,1.001X1.252X2
Head Press Hawkeye,,na,,Shelf B-8 Shelf 1-3,,,
Ground Wheel,,FT-007-023,,Shelf B-8 Shelf 1-3,,,
Weld Wheel,,FT-007-022,,Shelf B-8 Shelf 1-3,,,
Linear Transducer,,ELE-CO5340,,Shelf B-8 Shelf 1-2,,,EROC Cage Robot
Kit,,A5E38010205,,Shelf A-7 Shelf 1-2,,,
Hydraulic Motor Mount,,07-4300850,,Shelf B-8 Shelf 1-4,,,
?,,HMI-41775,,Shelf B-7 Shelf 1-4,,,
Weld Wheel,,BSM-006-083,,Shelf B-7 Shelf 1-4,,,
?,,BSM-007-465,,Shelf B-7 Shelf 1-3,,,
?,,BSM-000-992,,Shelf B-7 Shelf 1-3,,,
Shut Off Valve,,T84T-6AA-B1N,,Shelf B-7 Shelf 1-3,,,
Regulator 1/2,,R28-04R,,Shelf B-7 Shelf 1-1,,,
Premium Rack 12 Slots,,01651-000009,,Shelf B-7 Shelf 1-1,,,
?,,ETG-000-051,,Shelf B-7 Shelf 1-4,,,
?,,BSM-009-321,,Shelf B-7 Shelf 1-4,,,
?,,BSM-011-468,,Shelf B-6 Shelf 1-1,,,
Bracket,,FT-004-075,,Shelf B-6 Shelf 1-1,,,
Filter Regulator,,MS6-LFR-1/2-D7-E-R-M-AD1-WR-Z,,Shelf B-6 Shelf 1-1,,,
?,,EL-002-975,,Shelf B-6 Shelf 1-3,,,
Square Aluminium Bar,,SB-6061-1000-01-12,,Shelf B-6 Shelf 1-3,,,
Coupler,,RT28-32-1A-ST-CPL,,Shelf B-6 Shelf 1-3,,,
Valve,,BSM-014-161,,Shelf B-6 Shelf 1-3,,,
Busconnector,,6ES7972-0BA52-0XA0,,Shelf B-6 Shelf 1-3,,,
Bearing,,6202-2RS,,Shelf B-6 Shelf 1-3,,,
Filter,,2202996,,Shelf C-1 Shelf 1-1,FRN8P10E,IFP,
Filter,,HYD-VA0687,,Shelf C-1 Shelf 1-1,FRN8PG10,IFP,
Filter,,51791,,Shelf C-1 Shelf 1-1,1791,NAPA,
Air Breather Filter,,11293,,Shelf C-1 Shelf 1-1,,,
Water Filter Casing,,2T Superfilter,,Shelf C-1 Shelf 1-1,,,2 water filter casing
Filter,,929445,,Shelf C-1 Shelf 1-2,,,
Filter,,935169,,Shelf C-1 Shelf 1-2,,,
Filter,,POW-SC0050,,Shelf C-1 Shelf 1-2,,,
Filter,,5204,,Shelf C-1 Shelf 1-2,,,
2 Strainer Filter,,na,,Shelf C-1 Shelf 1-2,,,
Filter,,AZ3,,Shelf C-1 Shelf 1-2,,,7630132
Filter,,KZ3,,Shelf C-1 Shelf 1-2,,,7628664
Filter,,8TZ3,,Shelf C-1 Shelf 1-2,,,7604285
Filter,,PA2134,,Shelf C-1 Shelf 1-3,,,Baldwin Filters
Filter,,B474,,Shelf C-1 Shelf 1-3,,,Baldwin Filters
Tiewire,,TW898,,Shelf C-1 Shelf 1-3,,,21 Gauge
Tiewire,,TW1061T,,Shelf C-1 Shelf 1-3,,,19 Gauge
Preasure Water Pump,,SNIP-0483,,Shelf C-1 Shelf 1-4,,,
Ball Vibrator,,ABF-35M,,Shelf C-2 Shelf 1-1,,,ASM ABF-35 Martin Orange
Assembly,,AP5-200Q-M,,Shelf C-2 Shelf 1-1,,,Piston 5000 Series 2 Quiet
Hand Dryer Stainless,,TA-SB,,Shelf C-2 Shelf 1-1,,,110/120V 50/60Hz
?,,MAC-F00345-42003,,Shelf C-2 Shelf 1-1,,,
Badger Meter Rebuilt Kit,,na,,Shelf C-3 Shelf 1-1,,,Only a few parts left NOT a complete Kit
Reel,,P-LP-315-BH,,Shelf C-3 Shelf 1-1,,,Reel LP 3/8X15' W/H-Spring
Kiln Curtain Hardware,,na,,Shelf C-3 Shelf 1-1,,,Nuts Bolts and washers
Hydro-Mix,,HM08,,Shelf C-3 Shelf 1-2,,,
Window A/C Unit 5000BTU,,4360475,,Shelf C-3 Shelf 1-2,,,
Filter,,1XPX5,,Shelf C-1 Shelf TOP,,,
?,,BSM-013-367,,Shelf B-6 Shelf 1-4,,,
Ball Thrust Bearing,,SAS-ME-000-012,,Shelf B-6 Shelf 1-4,51220,FAG,MBK Single-Direction 100 mm Bore 150 mm OD 38 mm Width Separable
?,,BSM-005-873,,Shelf B-6 Shelf 1-4,,,
Cylindrical Roller Bearing,,POW-BR0537,,Shelf A-7 Shelf 1-3,,,
?,,POW-M00861,,Shelf A-7 Shelf 1-3,,,
External Retaining Ring,,HAR-MI0453,,Shelf A-8 Bin 7-5,,,
External Retaining Ring,,POW-MF0096,,Shelf A-5 Shelf 1-3,,,
Sproket,,BSM-003-587,,Shelf B-5 Shelf 1-4,,,
?,,BSM-005-994,,Shelf B-5 Shelf 1-4,,,
?,,FT-007-038,,Shelf B-5 Shelf 1-4,,,
?,,FT-002-028,,Shelf B-5 Shelf 1-4,,,
Bearing,,6017-ZZ,,Shelf B-5 Shelf 1-4,,,
?,,BSM-002-870,,Shelf B-5 Shelf 1-4,,,
?,,FT-003-144,,Shelf B-5 Shelf 1-4,,,
?,,BSM-005-384,,Shelf B-5 Shelf 1-4,,,
?,,FT-003-253,,Shelf B-5 Shelf 1-4,,,
?,,FT-003-255,,Shelf B-5 Shelf 1-4,,,
Bolts,,DRA-003-683,,Shelf B-5 Shelf 1-4,,,Together in A Bag
Bushings,,DRA-004-415,,Shelf B-5 Shelf 1-4,,,Together in A Bag
Locking Ring,,ME-003-467,,Shelf B-5 Shelf 1-4,,,Together in A Bag
?,,DRA-002-728,,Shelf B-5 Shelf 1-4,,,Together in A Bag
Pulley?,,DAH-000-414,,Shelf B-6 Shelf 1-5,,,
Wheel?,,ME-003-986,,Shelf B-6 Shelf 1-5,,,
Motor Cable MBK,,EG-000-051-210,,Shelf B-5 Shelf 1-1,,,
Cable MBK5,,EG-000-050-210,,Shelf B-5 Shelf 1-1,,,
Multi Position Kit,,PN-001-743,,Shelf B-5 Shelf 1-1,DPNA-80,Festo,All In A bag
Bushing,,BSM-009-215,,Shelf B-5 Shelf 1-1,,,All In A bag
Locking Ring,,NT-000-894,,Shelf B-5 Shelf 1-1,,,All In A bag
Air Filter,,PN-000-079,,Shelf B-5 Shelf 1-1,,,All In A bag
Cylinder,,DSBC-80-50-PPSA-N3,,Shelf B-5 Shelf 1-1,1383368,Festo,
Cylinder,,PN-001-649,,Shelf B-5 Shelf 1-1,AND-80-50-A-PPS-A,Festo,
Cylinder,,DSBC-63-50-PPSA-N3,,Shelf B-5 Shelf 1-1,,,
Spare Computer Hawkeye,,C5240-0010,,Shelf B-2 Shelf 1-2,,,
Spare Computer MC4,,C5240-0010,,Shelf B-2 Shelf 1-2,,,
Spare Computer EPAK 2,,C5240-0010,,Shelf B-1 Shelf 1-1,,,
Load Cell,,BM3-C3-5.0t-6B,,Shelf B-2 Top Shelf,,,
Load Cell,,BM3-C3-1.0t-6B,,Shelf B-1 Top Shelf,,,
Load Cell,,RL9000TWM-5K,,Shelf B-2 Top Shelf,,,
Smart UPC,,750A,,Shelf B-1 Shelf 1-1,,,
Terminal Blocks,,S4C-2.5,,Shelf B-1 Shelf 1-1,,,
?,,D1348-0355,,Shelf B-2 Shelf 1-3,,,125X218
?,,D1348-0455,,Shelf B-2 Shelf 1-3,,,187X343
?,,K0630-197,,Shelf E-1 Bin 6-2,,,
?,,K0630-207,,Shelf E-1 Bin 6-3,,,
?,,K0367-20HF,,Shelf E-1 Bin 6-1,,,
?,,K0368-20HF,,Shelf E-1 Bin 6-2,,,
?,,K0135-207,,Shelf E-1 Bin 6-2,,,
?,,K0581,,Shelf E-1 Bin 6-3,,,
Lock Washer,,M0985,,Shelf  E-1 Bin 6-4,,,
Bushing? UPDATED QUANTITY,,M1532,,Shelf E-1 Bin 6-4,,,
Locknut,,M0984,,Shelf E-1 Bin 6-4,,,
?,,Ko131-197,,Shelf B-1 Shelf 1-2,,,
Filter,,1PHR4,,Shelf C-1 Shelf 1-1,,,
Bushing,,POW-BR0621,,Shelf A-8 Bin 8-4,,,
Stroke Reading Cylinder,,CEP1,,Shelf A-8 Bin 8-5,,,
Ball,,F061776,,Shelf A-8 Bin 8-4,,,
Stroke Reading Cylinder,,CE1,,Shelf A-8 Bin 8-5,,,
Lock W/Key,,6438001,,Shelf A-8 Bin 8-5,,,
Hydraulic Cylinder,,HYD-CY0164,,Shelf C-4 Shelf 1-3,,,
Hydraulic Cylinder,,HYD-CY0169,,Shelf C-4 Shelf 1-3,,,
Hydraulic Cylinder,,HYD-CY0060,,Shelf C-3 Shelf 1-3,,,
LED Area Light,,KT-ALED140PS-M2-OSB-SF-8CSB-VDIM-P,,Shelf C-4 Shelf 1-2,,,More On Shelf C-5 Shelf 1-2
2' LED Linear High Bay Light,,TAMHLX110W850M,,Shelf C-5 Shelf 1-2,,,More On Shelf C-5 Shelf 1-3
Fixture Mounting Bracket,,79907,,Shelf C-5 TOP Shelf,,,More on Top Shelf of Shelf C-6
Plastic Courtains,,6GJH6,,Shelf C-5 Shelf 1-4,,,1 More on Shelf C-4 Shelf 1-4
Heavy Duty Hose Reel,,7850-OLP,,Shelf C-5 Shelf 1-4,,,1 More on Shelf C-6 Shelf 1-2
Vapor Tight Linear 48 LED Light,,FXVTL60SW-48FR-8CCT3,,Shelf C-4 TOP Shelf,,,
LED Replace Tubes,,S8892,,Shelf C-3 TOP Shelf,,,
MC3 Old Scale Monitors+Keyboards,,N/A,,Shelf C-4 Shelf 1-4,,,
?,,POW-SG0065,,Shelf C-2 TOP Shelf,,,
?,,BSM-012-471,,Shelf C-1 TOP Shelf,,,
?,,BSM-012-472,,Shelf C-1 TOP Shelf,,,
Cooling Fan,,N/A,,Shelf A-1 TOP Shelf,,,Zubling
?,,1014-2653,,Shelf A-2 TOP Shelf,,,
Sensor,,OCN1-1204N-ARS4,,Shelf B-3 Bin 5-5,,,DTI Counter
Sensor,,OCN1-1204P-ARL4,,Shelf B-3 Bin 5-5,,,DTI Safety
Sensor,,ECS1-1808U-AUU3,,Shelf B-3 Bin 5-5,,,
Garage Door Button,,6X891,,Shelf B-3 Bin 5-6,,,
Modular Tower Light Yellow,,SG-TL70-Y,,Shelf B-3 Bin 6-1,,,
Modular Tower Light Buzzer,,B-TL70-Q8,,Shelf B-3 Bin 6-1,,,
Modular Tower Light Red,,SG-TL70-R,,Shelf B-3 Bin 6-1,,,
Modular Tower Light Green,,SG-TL70-G,,Shelf B-3 Bin 6-1,,,
Push Button,,RAD30E3S-01/B,,Shelf D-2 Bin 10-1,,,
?,,FG-002-008,,Shelf B-6 Shelf 1-1,,,
Circuit Breaker,,FAZ-B10/1-NA-SP,,Shelf B-4 Bin 3-2,,,10A 1 Pole
Circuit Breaker,,24544,,Shelf B-3 Bin 6-2,REPLACEMENT # M9F23340,Schneider Electric,Multi9 - C60 UL1077 - MCB - 3P - 40 A - D Curve - 480Y/277 V - 5 kA ***DISCONTINUED replaced with M9F23340
Circuit Breaker,,17474,,Shelf B-3 Bin 6-2,COM-EL2692,,Multi9 - C60 UL1077 - MCB - 3P - 60 A DCurve - 480Y/277 V - 5 kA  ***DISCONTINUED NO REPLACEMENT FROM Schneider Electric
Starter Motor Protector,,3VU1300-1MJ00,,Shelf B-3 Bin 6-3,,,3 POLE 10-16 AMP 1NO + 1NC A-RELEASE SCREW TERMINAL
Contactor,,B6-30-10,,Shelf B-3 Bin 6-3,,,24 24 VAC 3NO 690 690 VAC
Motor Starter Contactors,,3TF40,,Shelf B-3 Bin 6-3,,,
Emergency Pushbutton,,D7M-MT44MX01,,Shelf D-2 Bin 10-4,,,
Pushbutton Flush,,D7M-LF7MN3WX10,,Shelf D-2 Bin 10-4,,,
Proximity Sensor,,XS1-M18MA230A,,Shelf B-3 Bin 6-2,,,Barrel-Style M18 x 1 5 mm Detection NO Output 24 → 240 V ac/dc IP65 IP68
Selector Switch Knob,,901B25,,Shelf D-2 Bin 10-4,,,
Contact Block,,88002,,Shelf D-2 Bin 10-5,,,9001 KA3 Ser H
Contact Block,,88000,,Shelf D-2 Bin 10-5,,,9001 KA1 Ser K
Contact Block,,88001,,Shelf D-2 Bin 10-5,,,9001 KA2 Ser K
Contact Block,,88002,,Shelf D-2 Bin 10-6,,,9001 KA3 Ser J
Contact Block,,43345300,,Shelf D-2 Bin 10-6,,,9001 KA5 Ser K
Contact Block,,MB2BE101,,Shelf D-2 Bin 10-6,,,
Contact Block,,E22B2,,Shelf B-3 Bin 6-4,,,Hawkeye Robot
Indicator Light Green,,SL53413-6-BG,,Shelf B-3 Bin 6-4,,,125V 25000 Hours
Indicator Light Red,,SL53415-5-BG,,Shelf B-3 Bin 6-4,,,125V 25000 Hours
Indicator Light Orange,,SL53416-6-BG,,Shelf B-3 Bin 6-4,,,125V 25000 Hours
Contact Block,,M22-CK01,,Shelf D-2 Bin 11-1,,,
Hevi-Bar II End Cover Assambly,,XA-33796B,,Shelf D-2 Bin 11-1,,,1000A-1500A Black UV Resistant PVC
Sproket,,HMI-95434,,Shelf A-6 Shelf 1-3,,,Sproket And Bearing Together
Bearing,,POW-BR0914,,Shelf A-6 Shelf 1-3,,,Sproket And Bearing Together
Sensor,,COM-EL2192,,Shelf A-8 Bin 9-1,E3FB-LP21,Omron,For Pallet Stacker
Fuse,,FWP-400A,,Shelf A-8 Bin 9-2,,,****EPAK ****FWP high speed fuse 1400 Vac (FWS 8-15A) 2100 Vac (FWS 2-6A) 1000 Vdc (FWL/FWS 2-30A) 400A RMS 200 kAIC Vac 50 kAIC at 700 Vdc Non Indicating High speed fuse Blade end X blade end Stud
Hydraulic Cylinder,,HYD-CY1500,,Shelf A-8 Bin 9-1,,,Hydraulic Cylinder and Clevis Together HVP 1 1/8X3 1/2 -M
Clevis,,HMI-30950,,Shelf A-8 Bin 9-1,,,Hydraulic Cylinder and Clevis Together
Fuse,,LCU1200,,Shelf A-36 Shelf 1-2,A4BY1200,Mersen,Edison fuse LCU series Class L current-limiting fast-acting 1200A 600 VAC knife blade feeder/branch semiconductor protection applications.
Shock Absorber,,EFMA 11-25-1C,,Shelf A-8 Bin 9-3,,,1 STROKE 14-176 OPERATING TEMP
Gear,,HCP-100072780,,Shelf A-5 Shelf 1-3,,,Bell Packer Rotate. Spur Gear EPAK
Pulley?,,POW-WH0082,,Shelf A-5 Shelf 1-3,,,
Cable MBK4,,EG-000-019-20,,Shelf B-5 Shelf -1-1,,,
Escape Release,,COM-EL2072,,Shelf A-6 Shelf 1-2,,,
Handle Module,,COM-EL2071,,Shelf A-6 Shelf 1-2,,,
Safety Switch Unicode,,COM-EL2070,,Shelf A-6 Shelf 1-2,,,
Cylinder Sensor,,BMF0029,,Shelf A-8 Bin 9-3,,,ROCO Printer
Contact Block,,ELE-C00578,,Shelf A-8 Bin 9-3,,,ROCO Outfeed
Fuse,,JDL600,,Shelf A-6 Shelf 1-2,,,EPAK Crane
Compact Air Cylinder,,HYD-CY1026,,Shelf A-6 Shelf 1-2,ADN-50-50-I-P-A,FESTO,
Compact Air Cylinder,,ADN-50-80-I-P-A,,Shelf A-6 Shelf 1-2,,,
Hanger Polycarbonate,,XA-24902,,Shelf A-8 Bin 9-4,,,
Hanger Stainless,,XA-27778,,Shelf A-8 Bin 9-5,,,
Collector Shoe,,XA-11417X,,Shelf A-8 Bin 9-6,,,
Hanger Clamp Stainless,,XA-27788,,Shelf A-8 Bin 10-1,,,
Shoe Case Half,,XA-24840,,Shelf A-8 Bin 10-2,,,16 Halfs making 8 units
Directional Spool Valve,,R978017756,,Shelf B-6 Shelf 1-3,,,MBK2 Robot
Pushbutton,,ELE-CO00568,,Shelf B-4 Bin 7-2,,,Outfeed ROCO
Overload Relay Thermal Unit,,B50-0947,,Shelf B-4 Bin 7-2,,,
Sensor,,RAD01305,,Shelf B-4 Bin 7-2,,,EPAK Kiln
?,,HCP-FC30042538,,Shelf B-4 Bin 7-2,,,
5 Pin Screw Terminal,,ELE-CO5515,,Shelf A-8 Bin 3-2,,,
Audible Unit,,XVB-C9B,,Shelf B-3 Bin 6-1,,,
Magnetic Motor Starter,,14DUE32AA,,Shelf B-3 Bin 6-5,,,
Phase Monitor,,SLA-440-ALE,,Shelf B-3 Bin 6-6,,,Crane
Contactor,,3RT1046-1BB40,,Shelf A-7 Shelf 1-2,,,** DISCONTINUED Replaced by 3RT2046-1KB40 AC-3 95 A 45 kW / 400 V 24 V DC 3-pole Size S3 Screw terminal
Contactor,,3RT2046-1AK60,,Shelf A-7 Shelf 1-2,,,
Moisture Meter Cable,,0975A,,Shelf B-2 Shelf 1-1,,,SKAKO
Valve Cartridge,,1627404054,,Shelf B-4 Bin 6-6,,,For Air Compresor
Bracket?,,HMI-100132596,,Shelf A-7 TOP Shelf,,,
Rubber Wheels,,RUB-IS0040,,Shelf A-7 TOP Shelf,,,
Bracket?,,HMI-100117889,,Shelf A-7 TOP Shelf,,,
Chipping Hammer,,HYD-PU0360,,Shelf A-7 TOP Shelf,,,
Tandem Collector W/Pigtail,,30388,,Shelf A-6 TOP Shelf,,,
Cover,,XA-50234B,,Shelf A-6 TOP Shelf,,,
?,,K0131-197,,Shelf E-1 Bin 6-1,,,
Fuse,,LPJ-200SP,,Shelf D-2 TOP Shelf,,,Extras on top of shelf D-2
Mechanical Time Switch,,T101P3,,Shelf D-2 TOP Shelf,,,
Network Camera,,IB9269,,Shelf D-2 TOP Shelf,,,
Safety Switch,,?,,Shelf D-2 TOP Shelf,,,30A 600VAC 250VDC
CAT 6 Cable,,,,Shelf D-2 TOP Shelf,,,
CAT 5 Cable,,,,Shelf D-2 TOP Shelf,,,
Electronic Photocontrol,,EK4236S,,Shelf D-2 TOP Shelf,,,
LED Worklight,,1603251,,Shelf A-5 TOP Shelf,,,12/24V XD LED
IGUS Track,,?,,Shelf B-8 TOP Shelf,,,MBK4
Client Module WLAN,,6GK5748-1FC00-0AB0,,Shelf A-8 TOP Shelf,,,0528-5VF3
Fan,,6SL3162-0AM00-0AA0,,Shelf A-8 TOP Shelf,,,
Wire Guide (DTI),,404-113,,Shelf E-1 Bin 5-1,,,DTI
Swivel Flange,,174400,,Shelf B-4 Bin 2-2,SNCS-63,FESTO,
Clevis,,PN-000-130,,Shelf B-4 Bin 7-3,,,MBK
Clevis Pin,,PN-001-384,,Shelf B-4 Bin 7-3,,,Part Of The Clevis
Swivel Female Rod End (Metric),,MHFR10T-1,,Shelf B-4 Bin 2-1,806L76,Grainger,Female End
Swivel Female Rod End,,20F903,,Shelf B-4 Bin 2-1,,,QA1 Spherical Rod End: Female Plain 7/16 in Bore Dia Right Hand Thread Carbon Steel Nylon/PTFE
Swivel Male Rod End,,20F989,,Shelf B-4 Bin 2-1,CMR12,,QA1 Spherical Rod End: Male Plain 3/4 in Bore Dia Right Hand Thread Carbon Steel
Swivel Female Rod End,,20G039,,Shelf B-4 Bin 2-1,,,
?,,FT-004-084,,Shelf B-4 Bin 7-3,,,
Proximity Sensor,,EL-003-721,,Shelf B-4 Bin 7-3,IQ40-20BPPKC0K,SICK,MBK2
Sliding Nut,,2017550,,Shelf B-4 Bin 7-3,71064233,RS,Sliding Nut Set M5 Safety Courtain
Lock Nut,,ME-000-477,,Shelf B-4 Bin 7-4,37294509,RADWELL,SPIETH LOCKNUT 48MM OD M4X12 THREAD
Connection Plug,,6ES7972-0BB52-0XA0,,Shelf A-8 Bin 3-5,,,SIMATIC DP for PROFIBUS 90 cable outlet PG Receptacle
Bearing,,ME-000-015,,Shelf B-4 Bin 7-4,,,
?,,FT-006-214,,Shelf B-7 Shelf 1-3,RVM-000-295,,
?,,FG-003-022,,Shelf B-7 TOP Shelf,,,
Sproket,,FT-002-029,,Shelf B-5 Shelf 1-4,,,
?,,FT-004-032,,Shelf B-7 Shelf 1-3,,,
?,,BSM-007-463,,Shelf B-7 Shelf 1-3,,,
?,,BSM-007-469,,Shelf B-7 Shelf 1-3,,,
?,,BSM-008-644,,Shelf B-7 Shelf 1-3,,,
Hyd Cylinder,,ETG-000-033,,Shelf B-5 Shelf 1-1,,,
Hyd Cylinder,,PN-000-248,,Shelf B-5 Shelf 1-1,,,
Valve,,PME-591JM,,Shelf B-4 Bin 7-4,,,SOLENOID VALVE PILOT VALVE SINGLE OPERATOR 24 VDC 2.5 W NON-LOCKING RECESSED MANUAL OPERATOR RECTANGULAR CONNECTOR (MALE ONLY)
Selenoid Valve,,912B-PM-591JM,,Shelf B-4 Bin 7-4,,,SOLENOID VALVE 900 SERIES 24 VDC 2.5 W 25-150 PSI 1/4IN NPT PORTS NON-LOCKING RECESSED MANUAL OPERATOR RECTANGULAR CONNECTOR (MALE ONLY)
Selenoid Valve,,V933LB2150AB6A0Z,,Shelf B-4 Bin 7-5,,,***DISCONTINUED*** SOLENOID VALVE PRESSURE VESSEL NUMBER WITHOUT METERING 4-WAY DIRECT ACTING NC/NO 1/4 INCH NPT SIZE PORT ORIFICE SIZE: 3/64 150 PRESSURE 20 WATTS 120VAC/60HZ-110VAC/50HZ
Cutting Head,,BSM-000-837,,Shelf B-4 Bin 7-5,,,
Compact  Cylinder,,SAS-PN-000-843,,Shelf B-5 Shelf 1-1,ADVU-80-50-A-P-A,FESTO,156660
Bushing ?,,NT-000-617,,Shelf B-4 Bin 7-6,,,
Bushing ?,,FT-006-156,,Shelf B-4 Bin 7-6,,,
Insulator ?,,FT-007-015,,Shelf B-4 Bin 7-6,,,
?,,FT-006-276,,Shelf B-4 Bin 7-6,,,
Snap Rings,,34252899,,Shelf B-4 Bin 7-6,,,
Snap Rings,,34253299,,Shelf B-4 Bin 7-6,,,
HYD Pump,,NA,,Shelf B-4 Bin 8-1,,,HYD Pump For MBK Robot
Washers,RMG,M1484,,Shelf E-1 Bin 4-1,,,K426
Bearing,RMG,M0195,,Shelf E-1 Bin 4-1,,,Tension Arm Roller
?,RMG,K0585,,Shelf E-1 Bin 4-1,,,
Grease Fitting,RMG,HMF01.11,,Shelf E-1 Bin 4-1,,,
?,RMG,K0352.07,,Shelf E-1 Bin 4-1,,,
Snap Rings,RMG,M0808,,Shelf E-1 Bin 4-2,,,
Snap Rings,RMG,M0810,,Shelf E-1 Bin 4-2,,,Tension Arm Roller Bearing Clip
Snap Rings,RMG,M0807,,Shelf E-1 Bin 4-2,,,
Washers,RMG,M1262,,Shelf E-1 Bin 4-2,,,
Bearing,RMG,5207-2NS,,Shelf E-1 Bin 4-3,,,
Bearing V Rail,RMG,W4X,,Shelf E-1 Bin 4-3,,,0.591. Bore 2.36 Outside Diameter
Bearing,RMG,6209-2NSE9NR,,Shelf M-4 Shelf 1-3,,,45x85x19mm
Flange?,RMG,D3942,,Shelf E-1 Bin 4-4,,,
?,RMG,D9410,,Shelf E-1 Bin 4-4,,,
Pins,RMG,MP0199,,Shelf E-1 Bin 4-4,,,
?,RMG,MP0105.01,,Shelf E-1 Bin 4-4,,,
?,RMG,K0356.08,,Shelf E-1 Bin 4-4,,,
Oil Seal,RMG,M0873,,Shelf E-1 Bin 4-5,400550,SKF,
Oil Seal,RMG,M0858,,Shelf E-1 Bin 4-5,17653,SKF,
Oil Seal,RMG,M0857,,Shelf E-1 Bin 4-5,21500-3888,GARLOCK,
Limit Switch,,ABM5E42Z11,,Shelf B-3 Bin 5-6,,,
?,,K0510.08,,Shelf E-1 Bin 7-1,,,Straight Cut
??,,K0510.04,,Shelf E-1 Bin 7-1,,,Straight Cut
?,,K0510.10,,Shelf E-1 Bin 7-1,,,Straight Cut
?,,K0488.02,,Shelf E-1 Bin 7-1,,,Straight Cut
Hyd Cylinder,RMG,DSNU-25-40-P-A,,Shelf E-1 Bin 4-6,,,
?,RMG,D1541.210,,Shelf E-1 Bin 4-6,,,
Shaft,RMG,D3943,,Shelf E-1 Bin 4-6,,,
Bearing,,126198-F4B-SCM-307,,Shelf M-3 Shelf 1-1,,,
Bearing,,6210-2RSR-L038-C3,,Shelf M-3 Shelf 1-2,,,
Bearing,,6017-2RLD-C3,,Shelf M-3 Shelf 1-2,,,
Bearing,,6013-JEM,,Shelf M-3 Shelf 1-2,,,
